IssueId,ShortId,IssueUrl,Title,Description,Status,NextStepAction,NextStepOwner,AssignedFolderId,AssignedFolderLabel,LabelIds,Labels,RequesterIdentity,SubmitterIdentity,ResolvedByIdentity,CreateDate,LastUpdatedDate,LastUpdatedConversationDate,ResolvedDate,AssigneeIdentity,Tags,RootCauses,WatcherCount,AffectedUserCount,ConversationCount,SubTaskIds,SubTaskCount,ParentTaskIds,ParentTaskCount,Priority,PriorityLevel,Rank,PlanningLevel,PlanningEstimate,LocalEffortEstimate,TotalEffortEstimate,LocalEffortRemaining,TotalEffortRemaining,LocalEffortSpent,TotalEffortSpent,EffortEstimatedDeprecated,EffortSpentDeprecated,EffortRemainingDeprecated,EstimatedStartDate,EstimatedCompletionDate,ActualStartDate,ActualCompletionDate,NeedByDate,Severity,LegacyTicketCategory,LegacyTicketType,LegacyTicketItem,LegacyTicketDedupeString,EditCount,BlockedReason,Complexity (string),Requester Site (string),REQUEST TYPE (string),PURPOSE OF DATA REQUEST (string)
0694f0d8-88ef-4b7b-b0d3-81a07bfc1bbd,CSIA-OPS-582,https://issues.amazon.com/issues/CSIA-OPS-582,PNQ10 UK- Quality SIC Dashbaord Creation,"Hi Team

Request your support in creating a dashboard for PNQ10 UK team with Agent level- SIC wise(all four) information for quality metrics( RAP, CCX-U, CCX-H, CCX-K, CCX-A, CCX-F, overall CCX, Offer Rate, Resolve Rate, Handled Contacts, HMD Polls and Resolved Contacts)

1. Data should have the YTD numbers. We can have the date, week, month wise filters
2. We can have the dashboard with PG level, Ops level, contact channel, GRPM level, TM and CSA level filters
3. This dashboard should be refresh-able so that each day with the new data inputs numbers could be refreshed.
4. We need the inputs for audit portal updates done by TMs too to be a part of the dashboard.

Please connect with me or Shashi if you have queries or concerns.

Regards
Sutapa Nayak

**  !!! THIS SIM FOLDER IS DEDICATED TO SUPPORT CS INDIA SITES ONLY - NON CS AND PROGRAM REQUESTS ARE NOT SUPPORTED IN THIS FOLDER!!! **
===================================================================

Please provide the following details:

A.            Is the requested information not available from available reports on Redhawk/CSInsight/Existing reports?

Yes/No:No


B.            Data Request Description: Please help us with the business context and justification about how this data will help you.
                There has been an increase in number of transfer from SNR MUD to Appstore. This is basically due routing error. This is for process improvement idea 


C.            What are Attributes that you want to look at:


D.            What are Metrics that you want to measure for the above attributes:
RAP, CCX all parameters, Offer Rate & Transfer Rate



E.            What are the filters that you think we should apply.(If not sure, please schedule a meeting with Analyst once the SIM is assigned based on Description - eg: Contact type = MUD/MU/ chat /Email / Region = NA / Amazon Hierarchy = Consumer)
         


F.            Who are all the POCs for this request (in case of requester is on leave), what is the available time to contact you? sutapan, kshash


G.           Who all are the audience for this data, if we have to schedule this we will loop them on the recurring report.


H.            By when do you expect this data? Note that this will be subject to backlog and current priority items being serviced. Our Normal SL is 1-4 Weeks without any approvals, if this needs to prioritized please refer the below table to get required approvals after raising the SIM. urgent 



==================================================================
Sev-2 (2 Business Days) - Requires both Sr Ops and Sriram's Approval
Sev-3 (5 Business Days) - Requires both Ops and Business Analyst Approval
Sev-4 (1-4 Weeks) - Requires GRPM Approval
",Resolved,Comment,resolver,127c4d36-dd22-4016-8e18-e7747121faf6,Misc,d03d28c1-c2f8-4557-82cd-93ccccb8ffc0,DE Sprint,sutapan,sutapan,blessyc,2021-07-20T11:16:23.264Z,2021-07-27T18:56:12.251Z,2021-07-27T18:56:12.251Z,2021-07-27T18:56:12.251Z,blessyc,,,2,0,4,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,3,,,,,11,,Easy,PNQ10,,
082f0b9c-3a14-43e6-8b31-4462032329f9,CSDA-IND-4300,https://issues.amazon.com/issues/CSDA-IND-4300,Scorecard Correction- Feb 2021- VCS CCU,"**  !!! THIS SIM FOLDER IS DEDICATED TO SUPPORT CS INDIA SITES ONLY - NON CS AND PROGRAM REQUESTS ARE NOT SUPPORTED IN THIS FOLDER!!! **
===================================================================

Please provide the following details:

A.            Is the requested information not available from available reports on Redhawk/CSInsight/Existing reports?
(https://redhawk.aka.corp.amazon.com/ and https://csinsight.amazon.com/)

Yes/No: Yes


B.            Data Request Description: Please help us with the business context and justification about how this data will help you.
                (We work on multiple priority items at a given point and this will help us with the queue and determine automation opportunities, if any) TM Scorecard Calculation

-
C.            What are Attributes that you want to look at: TM Scorecard - Manager, Region, Marketplace, Contact type, Skill
                (eg: Agent, Manager, Region, Marketplace, Contact type, Skill, ASIN etc.,)


D.            What are Metrics that you want to measure for the above attributes: RAP, Shrinkage, PTL, Connection Score
                (eg: PRR, Transfers, RAP, Concessions, etc.,)


E.            What are the filters that you think we should apply.(If not sure, please schedule a meeting with Analyst once the SIM is assigned based on Description - eg: Contact type = email, chat / Region = IN, NA / Amazon Hierarchy = Consumer)
         


F.            Who are all the POCs for this request (in case of requester is on leave), what is the available time to contact you? Shruti Sharma (shshrut@) Available Time:- 3 pm-1 am (Mon-Fri)


G.           Who all are the audience for this data, if we have to schedule this we will loop them on the recurring report. Shhshrut@ and Aditkhan@


H.            By when do you expect this data? Note that this will be subject to backlog and current priority items being serviced. Our Normal SL is 1-4 Weeks without any approvals, if this needs to prioritized please refer the below table to get required approvals after raising the SIM.
 Normal SL



==================================================================
Sev-2 (2 Business Days) - Requires both Sr Ops and Sriram's Approval
Sev-3 (5 Business Days) - Requires both Ops and Business Analyst Approval
Sev-4 (1-4 Weeks) - Requires GRPM Approval
",Resolved,Comment,resolver,de64ad06-471a-4282-ae58-9a56f7fe8e6d,Misc,d03d28c1-c2f8-4557-82cd-93ccccb8ffc0,DE Sprint,shshrut,shshrut,rajencho,2021-03-17T09:34:47.859Z,2021-04-14T10:10:31.052Z,2021-04-14T10:10:31.052Z,2021-03-30T13:15:09.328Z,rajencho,,,0,0,3,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,5,,,,,13,,0,VCSIND,,
00a8092d-8d8c-43a4-bc88-cabc389243f9,CSDA-IND-4754,https://issues.amazon.com/issues/CSDA-IND-4754,Refurbished Category Data,"Require data for 'Refurbished and Open Box' under Home kitchen and pets, mobiles, computers category. Below data is required for any quarter Q4 2020 or Q1 2021
a) ASINs under these categories
b) Concessions given for refurbished ASINs
c) Overall volumes for refurbished and SIC level data",Resolved,Comment,resolver,7796206b-b8e3-49ee-940e-688c9a338fd9,CS INDIA ANALYTICS,0899b25b-ebf0-4db9-876a-e7b004c70de1,DE_ACES,sngdg,sngdg,kirnaidu,2021-05-17T14:18:06.057Z,2021-06-11T14:58:03.446Z,2021-06-11T14:58:03.446Z,2021-06-10T09:01:05.015Z,kirnaidu,,,3,0,8,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,24,,Medium,PNQ10,,
0699af4a-28de-4777-80d4-3d1a51509f82,CSDA-IND-5178,https://issues.amazon.com/issues/CSDA-IND-5178,Invalid Transfer,"Need List of contact ID which were transferred from NA consumer MessageUS/Lisa

Description: Need list of contact id's which are transferred from NA consumer MessageUS/Lisa to Specialty Queue and again transferred back to consumer MessageUS skill.

Sample: Contact ID :  1030740829205(NA),  ::  We see that this contact was transferred from Message US (english) to Spanish support and again transferred back to MessageUS ( english) .

A. Is the requested information not available from available reports on Redhawk/CSInsight/Existing reports?
(https://redhawk.aka.corp.amazon.com/ and https://csinsight.amazon.com/) :::: NO

B. Data Request Description: Please help us with the business context and justification about how this data will help you.
(We work on multiple priority items at a given point and this will help us with the queue and determine automation opportunities, if any) ::::  We need to reduce invalid transfers to specialty skills.

C. What are Attributes that you want to look at:
(eg: Agent, Manager, Region, Marketplace, Contact type, Skill, ASIN etc.,) :::::Contact ID , CSA login (the one who transferred the contact), Site, domain, work category (Skill from which contact transferred), TM login, OU, Boomerang Transfer, skills to which contact transferred, Time taken to transfer back to retail

D. What are Metrics that you want to measure for the above attributes:
(eg: PRR, Transfers, RAP, Concessions, etc.,) ::: Transfer rate,

E. What are the filters that you think we should apply.(If not sure, please schedule a meeting with Analyst once the SIM is assigned based on Description - eg: Contact type = email, chat / Region = IN, NA / Amazon Hierarchy = Consumer):: not sure

F. Who are all the POCs for this request (in case of requester is on leave), what is the available time to contact you? ::::  amitbadg@ dhakhair@ barbhuva@ available between 15:00 - 00:00 (Mon- Fri)

G. Who all are the audience for this data, if we have to schedule this we will loop them on the recurring report.:: individual report

H. By when do you expect this data? Note that this will be subject to backlog and current priority items being serviced. Our Normal SL is 1-4 Weeks without any approvals, if this needs to prioritized please refer the below table to get required approvals after raising the SIM.::: Within a week",Resolved,Comment,resolver,7796206b-b8e3-49ee-940e-688c9a338fd9,CS INDIA ANALYTICS,d03d28c1-c2f8-4557-82cd-93ccccb8ffc0,DE Sprint,dhakhair,dhakhair,nichhabr,2021-06-28T15:24:04.614Z,2021-07-02T12:51:15.800Z,2021-07-02T12:50:34.821Z,2021-07-02T12:51:15.800Z,nichhabr,,,3,0,2,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,4,,,,,12,,Easy,PNQ10,,
07aaeec8-32e7-463a-a28e-1a367d4e4e3d,CSDA-IND-5579,https://issues.amazon.com/issues/CSDA-IND-5579,RAP Data Request (Scheduled query) - NA Specialty Skill,"Hi Team,

Request you to schedule the RAP data for NA Specialty skill.

Details :
To : hyd-spec-leads@amazon.com, naveenk@, pradnym@ & Michelyu@
Frequency : Every day
Report needs to include previous 10 days data.(rolling)
Site group : Only HYD & PNQ10
Skills for which we need this data :

AmazonCaCSMarketingEmail
AmazonCaVineCustomerEmail
AmazonCaAccountCloseEmail
AmazonUsCSMarketingEmail
AmazonUsGoodwillGiftcardEmail
AmazonCaGCEscalationEmail
AmazonUsEscalationGCEmail
AmazonUsEarlyReviewerEmail
AmazonUsVineCustomerEmail
AmazonUsAccountCloseEmail
AmazonUsPromoGcEmail
AmazonUsTextbookRentalEmail
AmazonUsCsLiteWMSEmail
AmazonCaAccountClosureEmail
AmazonUsRetailAdocEmail
AmazonUsCsLiteEmail
AmazonUsNextDayEmail
AmazonUsPrimeSpecialEmail
AmazonComCsReplyEmail
AmazonUsPrimaryEmail
AmazonUsCustomerReturnsEmail
AmazonUsPrimePantryEmail
AmazonUsRCRHighThreadEmail
AmazonUsRepeatEmail
AmazonUsContingencyEmail
AmazonEnglishAmazonExportMobileEmail

Data Fields required :

Site Group
Site Group
Time Week
Time Date
Skill
Contact ID/comm_id
Agent
Agent Manager
Agent SIC1 Node
Agent SIC2 Node
Agent SIC3 Node
Agent SIC4 Node
Agent SIC Last Node
CY Hmd Polls
CY Hmd Yes Responses
CY Hmd No Responses
CY Hmd Yes Responses (Repeat Adjusted)

Let us know if any further details are required.

Regards,
Naveen",Resolved,Comment,resolver,7796206b-b8e3-49ee-940e-688c9a338fd9,CS INDIA ANALYTICS,,,naveenk,naveenk,hssunda,2021-08-05T16:58:37.528Z,2021-08-17T06:08:17.842Z,2021-08-17T06:08:17.842Z,2021-08-17T06:08:17.842Z,hssunda,,,0,0,4,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,4,,,,,14,,Easy,,,
04016400-2401-4937-9ca9-4e8a0066eea6,CSDA-IND-4920,https://issues.amazon.com/issues/CSDA-IND-4920,Contact Disconnect | Aux Toggle,"**  !!! THIS SIM FOLDER IS DEDICATED TO SUPPORT CS INDIA SITES ONLY - NON CS AND PROGRAM REQUESTS ARE NOT SUPPORTED IN THIS FOLDER!!! **
===================================================================

Please provide the following details:

A.            Is the requested information not available from available reports on Redhawk/CSInsight/Existing reports?
(https://redhawk.aka.corp.amazon.com/ and https://csinsight.amazon.com/)

Yes/No: No


B.            Data Request Description: Please help us with the business context and justification about how this data will help you.
                (We work on multiple priority items at a given point and this will help us with the queue and determine automation opportunities, if any)

To understand the disconnect rate and analysis it along with Aux toggling

C.            What are Attributes that you want to look at:
                (eg: Agent, Manager, Region, Marketplace, Contact type, Skill, ASIN etc.,)

Skill : SWAT
Marketplace: NA/IN
Site: CJB10
Required : Handled contacts, Disconnect source, Aux status/Toggle, GACD Skill


D.            What are Metrics that you want to measure for the above attributes:
                (eg: PRR, Transfers, RAP, Concessions, etc.,)

Disconnect


E.            What are the filters that you think we should apply.(If not sure, please schedule a meeting with Analyst once the SIM is assigned based on Description - eg: Contact type = email, chat / Region = IN, NA / Amazon Hierarchy = Consumer)

Contact type : MU
Region : SWAT (IN/NA)
Hierarchy : Consumer         
Skills: IN MessageUs-SWAT, NA MessageUs-SWAT


F.            Who are all the POCs for this request (in case of requester is on leave), what is the available time to contact you?
nkumrws@, balama@ & mohadipt 


G.           Who all are the audience for this data, if we have to schedule this we will loop them on the recurring report.
nkumrws@ and balama@


H.            By when do you expect this data? Note that this will be subject to backlog and current priority items being serviced. Our Normal SL is 1-4 Weeks without any approvals, if this needs to prioritized please refer the below table to get required approvals after raising the SIM.

1 week

==================================================================
Sev-2 (2 Business Days) - Requires both Sr Ops and Sriram's Approval
Sev-3 (5 Business Days) - Requires both Ops and Business Analyst Approval
Sev-4 (1-4 Weeks) - Requires GRPM Approval
",Resolved,Comment,requester,7796206b-b8e3-49ee-940e-688c9a338fd9,CS INDIA ANALYTICS,d03d28c1-c2f8-4557-82cd-93ccccb8ffc0,DE Sprint,nkumrws,nkumrws,kaatul,2021-05-31T17:51:30.737Z,2021-06-07T14:56:37.059Z,2021-06-07T14:56:37.059Z,2021-06-07T14:56:18.312Z,kaatul,,,0,0,8,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,5,,,,,25,,Easy,CJB10,,
020b0371-8abf-4134-8528-b69a092559e0,CSDA-IND-5365,https://issues.amazon.com/issues/CSDA-IND-5365,Primary concession leakage analysis for Direct Dial contacts,"Primary team receives contacts related to PLS through direct dial entry points. We noticed that these contacts are leading to primary concession leakages ( concessions which ideally should have been transferred to Tech CEPC but not ) and find the root cause for these misses.
We need last 2 months data of all the calls received to us through direct dial with the following conditions.
1. The contacts needs to be from PLS category only.
2.  Is the contact transferred Y/N, if Y to which team.
3. Is the concession issued Y/N , if Y what is the reason code and which team issued the concession.
4. The contact should be either from Damage/ Defective use cases.

Mentioned are the few mandatory columns needed for the analysis. OrderID , month, week, skill_grp, is contact transferred, transferred to grp, is concession issued, concession issuer team, subcat desc, gross concession amount, ASIN.",Resolved,Comment,resolver,7796206b-b8e3-49ee-940e-688c9a338fd9,CS INDIA ANALYTICS,0899b25b-ebf0-4db9-876a-e7b004c70de1,DE_ACES,laxka,laxka,sakshigo,2021-07-20T06:37:01.644Z,2021-07-30T06:50:16.790Z,2021-07-30T06:50:16.790Z,2021-07-30T06:50:16.790Z,sakshigo,,,0,0,6,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,5,,,,,19,,Easy,HYD,,
00664196-a118-4847-a037-0077d5591094,CSIA-OPS-557,https://issues.amazon.com/issues/CSIA-OPS-557,Invalid HMD suppression,"I want data of the associate those who are doing invalid HMD suppression after filing the forms for IN OU. I will attach the form names in the comments. Require data from 1st April 2021 till 25th June 2021.

Previous SIM Link: https://issues.amazon.com/issues/CSIA-OPS-443

Require similar data but with the updated date from 1st April 2021 till 25th June 2021.",Resolved,Comment,resolver,af974891-7ea5-4bc4-a536-bc17aae01f74,CS-INDIA-ANALYTICS,,,mshrmas,mshrmas,blessyc,2021-06-25T20:13:41.191Z,2021-06-29T08:45:13.642Z,2021-06-29T08:45:13.642Z,2021-06-29T08:45:13.642Z,blessyc,,,0,0,4,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,4,,,,,11,,Easy,VCSIND,,
05f2f7e4-e118-4b91-b61e-a09e7d2246bd,CSIA-OPS-333,https://issues.amazon.com/issues/CSIA-OPS-333,Please Provide the Title of your Request Here,"#####Request you to update the below template accurately as data will be provided as per the information below. In case of any additions post sharing the data, request you to raise a new sim and do not to re-open.

*Please provide the **""detailed explanation""** of the data you are looking for and the purpose of it to get a better understanding of the request.* **(If in case the data request is not clear, sim will not be assigned)**

The purpose of the required file is to get the data for NA-VCS on weekly basis. The file should be uploaded at: \\ant.amazon.com\dept-as\hyd\hyd1\CS_Ops_Mgmt\Bharat Juneja
in Na-VCS folder, on Monday by 3PM, if possible. (According to IST)

*Provide all the required columns in an excel sheet.*

marketplace_name	date	week_name	month_name	year_name	agent	manager	group_manager	ops_manager	site_name	site_short_name	site_group	contact_type	skill_name	cs_hierarchy2_name	agent_tenure	agent_sic2_node	agent_sic3_node	hmd_yes_responses	hmd_no_responses	hmd_total_responses	hmd_yes_rap	hmd_no_rap	hmd_total_adj	hmd_polls	easy_understand_score_numerator	easy_understand_score_denominator	associate_helpfulness_numerator	associate_helpfulness_denominator	resolved_contacts	resolved_contacts_for_offering_rate	concurrent_handle_seconds	handled_contacts	transferred_contacts	parked_contacts	time_to_closure	spam_duplicate_handled_contacts	duplicate_handled_contacts



*Please provide the filters you need us to apply (eg: Skills, Marketplaces etc)* Marketplace: amazon.com
Skill name: skill_name
AmazonEnglishAmazonExportMobileEmail
AmazonUsContingencyEmail
AmazonUsCsLiteEmail
AmazonUsCsLiteWMSEmail
AmazonUsCustomerReturnsEmail
AmazonUsNextDayEmail
AmazonUsPrimaryEmail
AmazonUsPrimeSpecialEmail
AmazonUsPromoGcEmail
AmazonUsRepeatEmail
AmazonUsTextbookRentalEmail
AmazonUsPrimaryMUD
AmazonUsPrimaryMessageUs
AmazonUsSupervisedLisaChatProd
AmazonEnglishAmazonExportMobileChat
AmazonUsCsLiteChat
AmazonUsCsLiteChatTransfer
AmazonUsCsLiteWMSChat
AmazonUsPrimaryChat
AmazonUsRepeatChat
AmazonUsTextbookRentalChat
AmazonUsPromoGcChat
AmazonUsSupervisedLisaChatPreview

Site name: VCS-IND


*Date range:* Need data from 3rd January onwards till the end of year, on weekly basis, having previous 3 weeks rolling data.

",Resolved,Comment,resolver,af974891-7ea5-4bc4-a536-bc17aae01f74,CS-INDIA-ANALYTICS,d03d28c1-c2f8-4557-82cd-93ccccb8ffc0,DE Sprint,akamdar,akamdar,sangarg,2021-01-04T11:53:11.291Z,2021-01-06T11:09:11.830Z,2021-01-06T11:09:11.830Z,2021-01-06T10:32:53.093Z,sangarg,,,0,0,2,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,4,,,,,9,,Easy,VCSIND,,
015618ec-515c-41b9-a70e-1535f0154116,CSDA-IND-3986,https://issues.amazon.com/issues/CSDA-IND-3986,Dec '20 TM Score Card Correction and Exception Request - pujamoha (Shrinkage and Connections Parameter),"**  !!! THIS SIM FOLDER IS DEDICATED TO SUPPORT CS INDIA SITES ONLY - NON CS AND PROGRAM REQUESTS ARE NOT SUPPORTED IN THIS FOLDER!!! **
===================================================================

Apologies for raising this SIM this late, we were occupied with the ongoing ART activities.

A.            Is the requested information not available from available reports on Redhawk/CSInsight/Existing reports?
This is an exception request for the aforementioned parameters in the Dec '20 TM Score card for Puja Mohan (pujamoha).The data is being referred to from Redhawk and CS Insight to compare with the Scorecard.


B.            Exception Request Description: 

Shrinkage- Puja had 2 cases of COVID leaves in her team who only worked for 14 and 9 days in the month (hssukhej, kankhara respectively). There were 4 FTCs who were on HR approved leaves, working only for 5 days each (wanapurv, chavmani, khirida, kmarnot). There also was 1 CSA who moved out of CS but was part of the SS till 20th Dec.  Excluding the impact of all these cases her Shrinkage is at 20.36% 

Connections - MyManager score for Dec'20 of Puja was 3.9. The same was not captured in the Scorecard.

C.            What are Attributes that you want to look at:
               Shrinkage achieved and Connections


D.           What are Metrics that you want to measure for the above attributes:
              Shrinkage and Connections


E.            What are the filters that you think we should apply.
N/A

         


F.            Who are all the POCs for this request (in case of requester is on leave), what is the available time to contact you? 12:00 - 21:00 Mon - Fri


G.           Who all are the audience for this data, if we have to schedule this we will loop them on the recurring report.: One time, dasourav@


H.            By when do you expect this data? At the earliest possible, since we already delayed with the process


==================================================================
Sev-2 (2 Business Days) - Requires both Sr Ops and Sriram's Approval
Sev-3 (5 Business Days) - Requires both Ops and Business Analyst Approval
Sev-4 (1-4 Weeks) - Requires GRPM Approval
",Resolved,Comment,resolver,de64ad06-471a-4282-ae58-9a56f7fe8e6d,Misc,d03d28c1-c2f8-4557-82cd-93ccccb8ffc0,DE Sprint,dasourav,dasourav,rajencho,2021-02-02T19:15:50.639Z,2021-03-02T10:51:24.297Z,2021-03-02T10:51:24.297Z,2021-02-22T14:29:56.954Z,rajencho,,,0,0,4,,0,,0,,,,,,0,0,0,0,0,0,,0,,,,,,,4,,,,,12,,0,PNQ10,,
